// List of Teams and their ID's:
//12 => ID of Tampa Crocodiles
//14 => ID of Mexico City Blazers
//24 => ID of Pacific City Iron Benders
//10 => ID of San Antonio Predators
//4 => ID of Sacramento Sluggers
//20 => ID of Phoenix Mavericks
//2 => ID of Kansas City Keys
//5 => ID of Salt Lake City Missionaries
//3 => ID of Music City Mystique
//21 => ID of Wheat City Whiskey Jacks
//28 => ID of Louisville Grays
//7 => ID of Pittsburgh Monongahelas
//8 => ID of Atlanta Bombers
//11 => ID of Columbia Crusaders
//23 => ID of Anchorage Whalers
//1 => ID of Orlando Magic
//13 => ID of San Juan Defenders
//9 => ID of Raleigh Raptor Boats
//15 => ID of Richmond Kings
//6 => ID of New York Revolution
//19 => ID of New Jersey Beach Boys
//16 => ID of Hamilton Hitters
//27 => ID of Norfolk Vikings
//22 => ID of Columbus Cavaliers
//
//
//id, del, team_id, Team Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, lahman_id, bbref_id, bbrefminors_id, twitter_handle
//NOTE: Player and team names are purely cosmetic and will not be used when importing rosters from this file!
// Tampa Crocodiles, ID = 12
1683,0,12,Tampa Crocodiles,Gruda,Frank,Obie,13,29,1,2010,206,The United States,57035,Oklahoma City,4,186,176,1,1,8,0,0,1,0,115,146,64,60,79,147,109,139,61,57,77,143,167,156,169,83,115,142,11,2,0,132,92,95,49,104,65,45,70,47,147,140,4,5,0,151,81,63,15,3,85,60,108,54,2,8,167,104,127,150,0,106,0,111,0,78,124,100,0,1,550,.276,29,10,9,29,127,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,17,117,55,128,2,87,1.0000,137,1,7,6,17,0,6,0,0,0,0,0,0,136,96,93,82,0,87,0,0,0,0,0,0,.261,,,,,eol
2206,0,12,Tampa Crocodiles,Briggs,Gavin,,6,22,10,2010,36,Canada,89972,Cape Breton Regional Municipality,4,187,181,2,2,9,0,0,3,0,95,105,109,86,40,142,132,150,155,122,47,169,154,132,166,132,79,155,6,2,0,47,4,2,37,4,4,4,4,4,18,1,15,15,30,1,4,56,4,3,42,32,29,8,2,1,91,94,82,0,0,23,0,0,0,29,0,108,0,1,550,.287,38,1,30,63,168,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,129,188,42,95,42,9,1.0000,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
335,0,12,Tampa Crocodiles,Lopez,Ramon,,28,6,9,2005,124,Mexico,18617,Chalchihiutan,5,187,194,1,1,7,43,0,7,0,115,133,183,87,92,85,111,129,178,84,91,84,118,129,179,83,98,86,7,2,1,121,158,201,26,1,74,45,77,46,116,71,3,3,1,154,123,57,13,4,88,65,89,89,1,4,138,132,114,0,0,137,140,141,0,200,195,195,0,1,550,.277,32,4,42,42,111,7,555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,81,81,126,21,97,79,1.0000,107,36,0,0,6,7,5,0,0,0,0,0,0,90,0,0,51,80,51,0,0,0,0,0,0,.000,,,,,eol
376,0,12,Tampa Crocodiles,Wood,Matt,,16,11,2,2004,206,The United States,94816,Georgeville,4,193,201,3,2,11,430,0,9,0,66,49,3,11,64,77,65,48,3,11,63,76,63,53,1,24,62,73,3,0,0,1,13,44,108,1,92,156,89,157,99,153,6,4,0,128,207,60,14,3,52,45,114,6,1,1,121,32,43,200,0,0,0,0,0,0,0,0,0,1,550,.251,0,0,12,27,119,6,18600000,18600000,18600000,18600000,18600000,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,96,80,113,82,18,119,.9984,121,93,0,126,138,0,0,0,39,0,0,0,0,96,0,134,137,0,0,0,37,0,0,0,0,.000,,,,,eol
336,0,12,Tampa Crocodiles,George,Justin,,5,24,9,2005,206,The United States,21366,Dothan,4,185,194,1,1,8,43,0,7,0,102,150,58,73,86,125,93,126,49,61,79,114,106,140,112,99,85,113,7,2,0,137,73,96,22,1,13,11,13,11,17,5,15,15,30,1,1,43,2,3,120,91,38,103,1,7,144,137,98,0,0,0,0,0,0,196,200,194,0,1,550,.256,32,5,8,32,123,7,555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,93,98,133,104,102,4,1.0000,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
2231,0,12,Tampa Crocodiles,Tanaka,Koji,,11,16,11,2009,98,Japan,30449,Hamamatsu,2,180,185,2,1,3,0,0,3,0,62,81,42,89,48,71,73,116,59,126,57,84,79,109,100,120,67,81,10,1,0,80,23,16,45,89,13,5,14,5,31,4,15,15,30,1,1,42,4,4,101,59,88,39,74,71,27,62,52,0,86,4,0,0,0,0,0,0,0,1,550,.206,28,2,8,67,156,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,103,53,18,107,63,9,1.0000,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
2226,0,12,Tampa Crocodiles,Garner,Brandon,,1,31,10,2010,206,The United States,14082,Cleveland,1,187,175,2,1,11,0,0,3,0,46,43,5,15,28,59,47,46,5,15,29,61,48,71,1,10,46,55,2,0,0,17,1,8,77,6,146,40,143,40,187,75,7,5,2,147,106,61,10,3,24,7,79,37,4,2,34,32,50,200,0,0,0,0,0,0,0,0,0,1,550,.293,0,0,8,110,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,4,158,91,95,28,70,.9835,108,72,0,71,0,54,0,0,0,0,0,0,0,175,0,133,0,114,0,0,0,0,0,0,0,.000,,,,,eol
2751,0,12,Tampa Crocodiles,Hiett,Sam,,30,1,5,2011,206,The United States,24264,Eufaula,1,192,180,1,1,11,0,0,1,0,27,58,3,3,13,56,27,58,3,3,13,56,46,60,8,12,41,51,3,2,0,34,1,32,93,26,56,73,71,83,160,121,3,2,1,126,72,60,11,3,35,14,121,28,8,4,83,31,30,200,0,0,0,0,0,0,0,0,0,1,550,.321,0,0,18,71,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,102,109,94,104,145,63,1.0000,128,57,18,0,0,0,28,0,0,0,0,0,0,157,173,0,0,0,169,0,0,0,0,0,0,.000,,,,,eol
311,0,12,Tampa Crocodiles,Ore,Ralph,,62,12,7,2004,206,The United States,28482,Gilbert,4,199,203,2,2,9,215,0,9,0,118,149,118,88,119,105,128,185,118,88,119,117,129,172,121,104,120,117,3,3,1,44,66,69,70,2,11,6,9,6,15,8,15,15,30,1,11,48,4,3,14,14,100,7,1,7,98,132,159,0,0,0,0,0,0,92,0,200,0,1,550,.290,48,2,22,44,89,3,4840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,98,87,65,82,76,9,1.0750,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,,,,eol
2308,0,12,Tampa Crocodiles,Barron,Jon,,6,1,9,2009,124,Mexico,51496,Monterrey,5,192,188,1,1,11,0,0,3,0,57,61,9,33,39,73,54,54,8,30,37,69,59,56,24,35,50,68,1,2,0,14,5,1,153,15,65,86,78,92,107,105,6,5,0,132,114,62,14,4,69,46,76,2,2,1,150,34,38,200,0,0,0,0,0,0,0,0,0,1,550,.302,0,0,15,61,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,101,94,85,92,76,75,1.0000,95,40,44,0,0,0,18,0,0,0,0,0,0,88,64,0,0,0,88,0,0,0,0,0,0,.000,,,,,eol
